title_year,genres,color,duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_critic_for_reviews,num_voted_users,facenumber_in_poster,num_user_for_reviews,language,gross,budget,imdb_score,aspect_ratio
2001,Adventure|Family|Fantasy,Color,159,0,11000,687,645,13191,16000,258,444683,4,1571,English,317557891,125000000,7.5,2.35
2013,Action|Comedy|Fantasy,Color,96,124,16000,12000,1000,31549,20000,208,91640,2,210,English,33592415,130000000,5.6,2.35
2016,Action|Adventure|Drama|Horror|Sci-Fi,Color,120,28,544,106,12,699,0,1,374,0,13,Japanese,,,8.2,2.35
2003,Action|Adventure|Fantasy,Color,143,563,40000,5000,1000,48184,10000,271,809474,3,2113,English,305388685,140000000,8.1,2.35
2010,Fantasy,Color,,0,10000,2000,1000,14719,25,4,252,1,2,English,,,6.4,
2014,Adventure|Sci-Fi|Thriller,Color,123,508,34000,22000,14000,81385,52000,403,305008,1,591,English,337103873,125000000,6.7,2.35
2006,Mystery|Thriller,Color,174,2000,15000,574,362,16008,0,294,314253,2,1966,English,217536138,125000000,6.6,2.35
2014,Adventure|Animation|Comedy|Family|Musical,Color,101,107,688,237,56,1031,0,159,58498,0,99,English,131536019,103000000,6.4,2.35
2003,Action|Adventure|Fantasy|Sci-Fi|Thriller,Color,134,0,20000,505,346,20952,0,289,405973,4,1055,English,214948780,110000000,7.5,2.35
2011,Action|Crime|Thriller,Color,132,681,23000,14000,12000,55345,54000,342,284792,3,366,English,209805005,125000000,7.3,2.35
2011,Action|Adventure|Crime|Mystery|Thriller,Color,129,0,21000,979,154,22403,39000,382,338635,2,412,English,186830669,125000000,7.5,2.35
2010,Action|Adventure|Fantasy,Color,106,255,14000,1000,850,18003,15000,344,229679,0,637,English,163192114,125000000,5.8,2.35
1990,Action|Sci-Fi,Color,113,719,605,308,217,1441,0,196,240241,0,391,English,119412921,65000000,7.5,1.85
1999,Action|Adventure|History,Color,102,323,845,372,241,1815,0,85,101411,1,546,English,32694788,85000000,6.6,2.35
2012,Action|Adventure|Thriller,Color,135,209,10000,826,602,12175,31000,436,229823,0,504,English,113165635,125000000,6.7,2.35
1997,Action,Color,125,541,920,890,409,2699,0,183,189855,3,1018,English,107285004,125000000,3.7,1.85
2000,Comedy|Family|Fantasy,Color,110,2000,1000,722,636,4146,0,175,141414,0,482,English,260031035,123000000,6,1.85
2004,Action|Adventure|Sci-Fi|Thriller,Color,124,776,15000,2000,812,20553,19000,239,333248,0,1159,English,186739919,125000000,6.4,2.35
2000,Action|Adventure|Thriller,Color,123,610,10000,794,653,11930,0,237,242188,0,1426,English,215397307,125000000,6.1,2.35
2000,Action|Adventure|Drama|Thriller,Color,130,249,784,638,461,2684,0,231,133076,0,779,English,182618434,140000000,6.4,2.35
2007,Action|Adventure|Sci-Fi|Thriller,Color,92,167,11000,2000,702,15302,0,262,213275,3,436,English,131920333,130000000,5.6,2.35
2012,Adventure|Drama|Fantasy,Color,127,0,774,358,341,2121,122000,552,440084,0,755,English,124976634,120000000,8,1.85
2007,Action|Fantasy|Thriller,Color,123,160,12000,701,402,14017,0,276,182661,1,681,English,115802596,110000000,5.2,2.35
2016,Action|Thriller,Color,123,521,13000,365,265,13752,31000,267,40123,0,297,English,108521835,120000000,7.1,2.35
2003,Action|Adventure|Comedy|Crime,Color,107,368,2000,1000,1000,4046,0,102,100821,0,554,English,100685880,120000000,4.8,2.35
2012,Adventure|Mystery|Sci-Fi,Color,124,0,13000,9000,641,24098,97000,775,456260,0,2326,English,126464904,130000000,7,2.35
2002,Adventure|Animation|Comedy|Family|Fantasy,Color,77,50,886,799,537,2682,459,71,36471,0,69,English,64736114,120000000,5.4,1.85
2013,Action|Drama|Sci-Fi|Thriller,Color,109,662,13000,2000,1000,17689,61000,476,338087,0,814,English,93050117,115000000,6.6,2.35
2004,Action|Adventure|Sci-Fi|Thriller,Color,134,123,14000,850,567,17159,0,207,183909,0,666,English,57637485,105000000,6.7,2.35
2014,Action|Crime|Sci-Fi|Thriller,Color,117,294,10000,2000,1000,14161,60000,492,182899,0,630,English,58607007,100000000,6.2,2.35
2008,Action|Family|Sport,Color,135,0,690,107,87,902,0,284,57873,0,414,English,43929341,120000000,6.1,2.35
2010,Comedy|Drama|Romance,Color,121,274,273,216,157,993,0,168,35066,4,196,English,30212620,120000000,5.3,1.85
2010,Action|Comedy|Romance,Color,117,446,10000,973,877,12731,11000,283,148280,0,348,English,76418654,117000000,6.3,2.35
2013,Action|Adventure|Mystery|Sci-Fi,Color,124,364,11000,10000,1000,22004,71000,539,387436,0,892,English,89021735,120000000,7,2.35
2005,Action|Adventure|Fantasy|Sci-Fi,Color,140,0,20000,16000,4000,44042,10000,359,520104,4,3286,English,380262555,113000000,7.6,2.35
2002,Action|Adventure|Fantasy|Sci-Fi,Color,142,0,20000,16000,4000,42990,0,284,464310,3,3516,English,310675583,115000000,6.7,1.78
2001,Adventure|Animation|Comedy|Family|Fantasy,Color,92,0,12000,1000,773,15013,0,250,585659,0,593,English,289907418,115000000,8.1,1.85
2013,Action|Adventure|Sci-Fi|Thriller,Color,138,446,20000,992,929,23755,68000,440,328067,1,533,English,132550960,120000000,6.7,2.35
1999,Action|Adventure|Fantasy|Sci-Fi,Color,136,0,20000,14000,1000,37723,13000,320,534658,1,3597,English,474544677,115000000,6.5,2.35
2013,Adventure|Animation|Comedy|Family|Fantasy,Color,98,16,16000,15000,12000,43286,28000,257,150618,3,195,English,187165546,135000000,7.3,2.35
2008,Adventure|Comedy|Family|Fantasy,Color,116,0,936,276,141,1609,291,33,20567,1,36,French,,78000000,5.1,2.35
2002,Action|Drama|War,Color,153,610,12000,836,617,15046,0,152,55994,0,454,English,40911830,115000000,6,2.35
2016,Action|Adventure|Drama|Fantasy,Color,120,19,26000,11000,9000,46719,16000,231,37750,2,134,English,47952020,115000000,6.1,2.35
2014,Action|Adventure|Comedy|Sci-Fi,Color,101,473,833,809,429,2690,62000,348,167085,0,491,English,190871240,125000000,5.9,2.35
2013,Adventure|Drama|Sci-Fi|Thriller,Color,91,0,39,23,13,87,147000,738,582917,0,1885,English,274084951,100000000,7.8,2.35
1997,Action|Adventure|Thriller,Color,108,79,650,293,268,1569,0,93,62271,1,277,English,67155742,116000000,5.8,2.35
2016,Action|Adventure|Comedy|Sci-Fi,Color,112,13,5000,833,799,8306,12000,181,17533,,115,English,81638674,135000000,6.3,2.35
2015,Action|Adventure|Sci-Fi,Color,100,128,596,360,78,1261,41000,369,110486,3,695,English,56114221,120000000,4.3,2.35
2006,Action|Adventure|Comedy|Family|Fantasy,Color,108,189,49000,3000,1000,55486,3000,179,234480,2,444,English,250863268,110000000,6.4,1.85
2015,Action|Adventure|Drama|Thriller,Color,114,62,12000,2000,884,16718,52000,358,147497,0,499,English,155181732,110000000,6.1,2.35
1997,Action|Adventure|Thriller,Color,119,55,811,766,387,2958,0,160,149680,3,328,English,125332007,110000000,6.5,2.35
2000,Action|Drama|History|War,Color,142,776,13000,2000,1000,19454,4000,192,207613,1,1144,English,113330342,110000000,7.1,2.35
2004,Crime|Thriller,Color,125,0,11000,8000,350,19359,0,198,284852,0,627,English,125531634,110000000,6.4,2.35
2005,Action|Comedy|Crime|Romance|Thriller,Color,126,218,11000,11000,322,22722,0,233,348861,2,798,English,186336103,120000000,6.5,2.35
2015,Adventure|Sci-Fi|Thriller,Color,119,124,14000,5000,1000,22622,27000,263,154621,0,258,English,129995817,110000000,6.3,2.35
2004,Biography|Drama, Black and White,170,17000,29000,3000,827,34582,0,267,264318,0,799,English,102608827,110000000,7.5,2.35
2010,Adventure|Comedy|Family|Fantasy,Color,85,11,480,392,116,1173,0,184,53160,1,121,English,42776259,112000000,4.9,2.35
2011,Action|Comedy|Crime|Sci-Fi|Thriller,Color,119,1000,11000,1000,741,13391,14000,447,136019,0,443,English,98780042,120000000,5.8,2.35
,Action|Adventure|Crime,Color,60,,669,554,432,1655,0,29,25402,4,97,English,,,7.6,4
2014,Action|Drama|Fantasy|War,Color,102,263,6000,1000,1000,10583,71000,366,225273,0,523,English,106369117,110000000,6.2,2.35
2011,Adventure|Animation|Comedy|Family|Fantasy,Color,103,67,383,113,111,692,31000,172,66593,3,153,English,142614158,110000000,5.5,1.78
2004,Animation|Comedy|Family|Music|Western,Color,76,6,12000,513,421,13607,304,104,13581,0,88,English,50026353,110000000,5.4,1.78
2016,Action|Adventure|Mystery|Sci-Fi|Thriller,Color,120,124,6000,5000,943,12452,12000,181,44296,3,144,English,66002193,110000000,5.8,2.35
2011,Action|Drama|Sci-Fi|Sport,Color,127,189,20000,929,544,22254,36000,327,254841,1,426,English,85463309,110000000,7.1,2.35
2013,Adventure|Animation|Comedy|Family|Fantasy,Color,105,67,681,71,40,914,0,125,27257,3,59,English,71017784,105000000,5.4,1.85
1997,Action|Crime|Romance|Thriller,Color,121,101,673,368,202,2027,894,79,60573,0,248,English,48068396,160000000,3.7,2.35
2013,Action|Sci-Fi,Color,114,151,11000,635,430,12908,123000,326,184561,4,554,English,61656849,110000000,6.7,2.35
2007,Action|Adventure|Thriller,Color,129,235,13000,300,297,13961,0,354,336235,1,782,English,134520804,110000000,7.2,2.35
2001,Action|Adventure|Drama|Fantasy,Color,171,0,16000,5000,857,22342,21000,297,1238746,2,5060,English,313837577,93000000,8.8,2.35
2004,Action|Adventure|Comedy,Color,120,153,1000,1000,447,3175,0,188,68720,0,191,English,24004159,110000000,5.8,2.35
2001,Biography|Drama|Sport, Black and White,165,0,10000,851,780,14196,0,174,79186,1,386,English,58183966,107000000,6.8,2.35
2003,Adventure|Comedy|Family|Fantasy,Color,82,34,760,743,434,2762,946,109,36033,1,456,English,100446895,109000000,3.8,1.85
2004,Action|Mystery|Sci-Fi|Thriller,Color,115,295,10000,981,466,12068,0,225,387632,1,789,English,144795350,120000000,7.1,2.35
2005,Action|Adventure|Drama|History|War,Color,194,0,14000,5000,195,19600,0,239,217373,1,942,English,47396698,130000000,7.2,2.35
1999,Adventure|Comedy|Family|Fantasy,Color,84,50,979,886,692,3382,0,101,94172,0,179,English,140015224,133000000,5.9,1.85
2009,Animation|Family|Fantasy|Musical|Romance,Color,97,63,852,578,525,2480,5000,228,89351,0,214,English,104374107,105000000,7.1,1.85
2015,Adventure|Drama|Sci-Fi,Color,151,0,13000,801,372,14831,153000,568,472488,1,1023,English,228430993,108000000,8.1,2.35
,Comedy,,22,0,5,,,5,0,,6,0,,,,,7.2,
2005,Action|Adventure|Romance|Sci-Fi|Thriller,Color,136,0,19000,12000,3000,34839,0,257,263329,1,899,English,35799026,126000000,6.9,2.35
2001,Comedy|Romance,Color,104,23,752,631,591,3133,53,62,4102,0,89,English,6712451,90000000,4.4,1.85
2000,Action|Crime|Thriller,Color,127,57,12000,11000,3000,29069,0,175,218341,1,498,English,101643008,90000000,6.5,2.35
2000,Action|Drama|Romance,Color,171,0,3000,933,695,6521,21000,265,982637,0,2368,English,187670866,103000000,8.5,2.35
2002,Action|Mystery|Sci-Fi|Thriller,Color,145,14000,10000,798,533,12546,0,252,399651,0,1331,English,132014112,102000000,7.7,2.35
2002,Adventure|Family|Fantasy|Mystery,Color,174,0,11000,10000,9000,35672,0,232,387616,1,858,English,261970615,100000000,7.4,2.35
2006,Action|Adventure|Thriller, Black and White,144,258,6000,1000,834,9125,0,400,470483,1,2301,English,167007184,150000000,8,2.35
2001,Action|Adventure|Sci-Fi|Thriller,Color,119,13000,1000,658,567,2776,0,230,177725,0,1368,English,180011740,100000000,5.7,2.35
1991,Action|Sci-Fi,Color,153,0,780,604,539,2829,13000,210,744891,0,983,English,204843350,102000000,8.5,2.35
2009,Biography|Crime|Drama|History|Romance,Color,140,0,40000,23000,1000,64599,0,357,230931,1,585,English,97030725,100000000,7,2.35
2007,Biography|Crime|Drama,Color,176,0,18000,782,561,20354,0,300,324671,0,458,English,130127620,100000000,7.8,1.85
1994,Action|Comedy|Thriller,Color,141,0,2000,1000,618,4528,0,94,190439,0,351,English,146282411,115000000,7.2,2.35
2009,Action|Crime|Thriller,Color,106,12000,18000,464,385,19906,0,267,149998,1,285,English,65452312,100000000,6.4,2.35
2010,Comedy|Romance,Color,98,80,22000,713,708,24082,0,180,85531,10,152,English,148383780,100000000,5.5,1.85
2010,Action|Comedy|Crime,Color,116,285,12000,8000,107,20233,16000,265,189806,2,316,English,119219978,100000000,6.7,2.35
1996,Action|Drama|Mystery|Thriller,Color,115,55,1000,773,383,3454,0,81,84424,1,131,English,101228120,100000000,6.1,2.35
2012,Drama|Western,Color,165,16000,29000,11000,265,40978,199000,765,955174,1,1193,English,162804648,100000000,8.5,2.35
1996,Animation|Drama|Family|Musical|Romance,Color,91,21,2000,700,542,4842,0,80,102933,0,230,English,100117603,100000000,6.9,1.78
2000,Adventure|Animation|Comedy|Family|Fantasy,Color,78,10,558,452,253,2039,0,141,128285,1,297,English,89296573,100000000,7.3,1.66
2012,Action|Adventure|Thriller,Color,103,165,26000,13000,13000,57881,108000,383,246803,3,474,English,85017401,92000000,6.7,2.35
2004,Action|Adventure|Comedy|Family|Mystery,Color,131,226,12000,625,341,13679,0,193,255447,0,692,English,173005002,100000000,6.9,2.35
2006,Action|Adventure|Family|Fantasy, Black and White,104,14,3000,762,203,4487,0,170,108076,0,1690,English,75030163,100000000,5.1,2.35
2009,Adventure|Drama|Family|Fantasy,Color,101,0,925,468,279,1738,11000,333,87677,0,388,English,77222184,100000000,6.8,2.35
2015,Adventure|Family|Fantasy,Color,111,456,20000,548,394,21393,24000,256,39956,4,186,English,34964818,150000000,5.8,2.35
2013,Adventure|Animation|Family|Fantasy,Color,102,77,14000,151,120,14552,17000,203,85833,2,113,English,107515297,100000000,6.7,2.35
2010,Action|Romance|Thriller,Color,103,207,40000,11000,3000,55175,25000,321,176598,0,374,English,67631157,100000000,6,2.35
1999,Action|Fantasy|Horror|Mystery,Color,121,0,1000,1000,595,3903,2000,174,89509,0,524,English,66862068,83000000,5.7,2.35
2006,Adventure|Drama|Thriller,Color,143,380,29000,3000,452,33160,14000,166,400292,0,657,English,57366262,100000000,8,2.35
2013,Biography|Comedy|Crime|Drama,Color,240,17000,29000,11000,4000,46057,138000,606,780588,3,1138,English,116866727,100000000,8.2,2.35
1995,Action|Adventure|Fantasy,Color,121,541,920,710,680,2880,0,144,190786,4,539,English,184031112,100000000,5.4,1.85
1997,Action|Sci-Fi|War,Color,129,719,660,475,423,2031,0,192,221521,0,1049,English,54700065,105000000,7.2,1.85
2012,Drama|Sci-Fi,Color,172,670,15000,5000,1000,22686,124000,511,284825,5,828,English,27098580,102000000,7.5,2.35
2010,Action|Adventure|Animation|Family|Fantasy,Color,101,0,2000,653,577,4286,16000,188,65785,1,160,English,55673333,80000000,7,2.35
2004,Action|Crime|Fantasy|Romance|Thriller,Color,87,26,827,825,566,3144,0,212,87451,0,660,English,40198710,100000000,3.3,2.35
2014,Action|Adventure,Color,101,420,12000,3000,467,16235,21000,245,115687,0,269,English,72660029,100000000,6,2.35
2002,Adventure|Animation|Family|Sci-Fi,Color,95,63,23000,770,720,26940,0,127,71527,0,217,English,38120554,140000000,7.1,1.5
2009,Adventure|Comedy|Sci-Fi,Color,102,52,8000,735,526,10552,0,167,52029,1,224,English,49392095,100000000,5.4,1.85
2014,Action|Adventure|Thriller,Color,131,385,26000,13000,11000,52610,56000,320,127258,15,351,English,39292022,90000000,6.1,2.35
2015,Action|Crime|Sport|Thriller,Color,114,19,1000,897,848,3962,37000,163,33953,1,163,English,28772222,105000000,5.3,2.35
2005,Comedy|Family|Fantasy,Color,94,6,490,294,227,1195,881,78,40751,0,239,English,17010646,84000000,2.2,1.85
2015,Action|Adventure|Biography|Drama|History|Thriller,Color,122,2000,26000,911,571,28328,27000,289,71782,0,161,English,24985612,100000000,7,1.85
2002,Action|Comedy|Sci-Fi,Color,95,31,3000,695,683,6161,416,66,20295,1,164,English,4411102,100000000,3.8,1.85
2010,Action|Drama|Thriller|War,Color,115,521,13000,537,95,13761,0,266,110364,1,261,English,35024475,100000000,6.9,2.35
2015,Adventure|Animation|Comedy|Family,Color,88,20,144,42,36,309,33000,208,27918,0,155,English,130174897,99000000,7.2,1.85
1997,Drama|Mystery|Thriller,Color,110,342,623,508,393,1722,578,97,18697,0,263,English,10200000,10000000,7.3,1.85
2001,Action|Adventure|Fantasy|Thriller,Color,130,208,12000,3000,591,15972,0,202,248045,5,890,English,202007640,98000000,6.3,2.35
2002,Crime|Drama,Color,216,17000,29000,14000,1000,47657,0,233,314033,3,1166,English,77679638,100000000,7.5,2.35
2011,Drama|History|Romance|War,Color,146,611,23000,196,28,23240,13000,136,38690,2,130,Mandarin,9213,94000000,7.6,2.35
2007,Animation|Comedy|Family|Sport,Color,85,9,12000,11000,970,25590,0,154,54077,0,112,English,58867694,100000000,6.8,1.85
2004,Comedy|Sci-Fi|Thriller,Color,93,0,11000,2000,465,13748,0,169,49739,1,407,English,59475623,90000000,5.2,1.85
2001,Drama|History|War,Color,152,0,2000,820,557,4270,10000,200,292022,0,1103,English,108638745,92000000,7.7,2.35
2012,Comedy,Color,85,116,8000,331,329,9271,18000,255,106790,0,177,English,86897182,95000000,6.2,1.85
1997,Action|Adventure|Sci-Fi,Color,126,0,14000,13000,10000,39319,18000,173,343274,2,742,English,63540020,93000000,7.7,2.35
2010,Comedy|Drama|Romance,Color,146,127,962,740,722,4555,0,221,59581,4,293,English,95328937,100000000,4.3,1.85
2000,Adventure|Animation|Comedy|Family|Romance,Color,89,10,2000,919,442,3372,0,82,58300,1,139,English,50802661,95000000,6.9,1.85
2012,Adventure|Animation|Comedy|Family,Color,88,20,22000,1000,916,25354,14000,233,145321,0,139,English,161317423,95000000,6.6,2.35
2015,Drama|Family|Fantasy|Romance,Color,105,0,2000,520,502,4671,56000,343,103737,1,322,English,201148159,95000000,7,2.35
2009,Drama|Fantasy|Thriller,Color,135,0,873,560,310,2370,16000,308,125109,1,593,English,43982842,65000000,6.7,2.35
2003,Adventure|Animation|Comedy|Family,Color,100,475,1000,939,799,5641,11000,301,692482,0,866,English,380838870,94000000,8.2,1.85
2003,Action|Adventure|Drama|Fantasy,Color,192,0,5000,857,416,6434,16000,328,1215718,2,3189,English,377019252,94000000,8.9,2.35
2002,Action|Adventure|Drama|Fantasy,Color,172,0,16000,5000,857,23052,10000,294,1100446,1,2417,English,340478898,94000000,8.7,2.35
2014,Action|Adventure|Fantasy,Color,102,44,12000,3000,766,17098,16000,175,54501,4,154,English,17176900,95000000,5.5,2.35
2001,Action|Adventure|Fantasy|Thriller,Color,100,165,11000,509,240,12150,0,199,157016,1,824,English,131144183,115000000,5.7,2.35
2014,Drama|Mystery|Romance|Sci-Fi|Thriller,Color,119,0,40000,11000,968,54031,37000,355,172707,1,462,English,23014504,100000000,6.3,2.35
2001,Action|Adventure|Sci-Fi|Thriller,Color,92,394,693,595,527,2574,0,198,219501,0,1236,English,181166115,93000000,5.9,1.85
2011,Action|Drama|Sci-Fi|Thriller,Color,105,81,11000,1000,779,13118,47000,529,403836,0,646,English,176740650,93000000,7.6,2.35
2008,Adventure|Family|Fantasy,Color,107,70,770,419,330,1614,0,198,68935,0,125,English,71148699,90000000,6.6,2.35
2013,Action|Thriller,Color,101,212,13000,787,476,15481,66000,412,165618,2,503,English,67344392,92000000,5.3,1.85
2004,Drama|History|War|Western,Color,137,102,2000,973,877,5780,701,106,16832,0,267,English,22406362,107000000,6,2.35
2004,Action|Adventure|Animation|Family,Color,115,663,1000,723,55,1901,0,283,479166,0,815,English,261437578,92000000,8,2.35
1995,Action|Adventure|Comedy,Color,124,212,1000,903,810,3611,1000,61,21102,3,169,English,11000000,98000000,5.6,2.35
2010,Adventure|Family|Fantasy,Color,118,0,8000,3000,1000,14024,9000,217,141179,0,419,English,88761720,95000000,5.9,2.35
1997,Adventure|Comedy|Family|Mystery|Sci-Fi,Color,98,188,10000,826,602,12998,0,175,403014,0,289,English,250147615,90000000,7.3,1.85
1999,Adventure|Animation|Comedy|Family|Fantasy,Color,82,487,15000,1000,967,21275,0,191,385871,2,515,English,245823397,90000000,7.9,1.85
2010,Action|Thriller,Color,98,12000,18000,3000,1000,25780,18000,316,149947,1,326,English,81557479,100000000,6.8,2.35
2001,Action|Comedy|Crime|Thriller,Color,90,420,191,165,141,664,0,127,160440,2,394,English,226138454,90000000,6.6,2.35
2000,Drama|Fantasy|Horror|Mystery|Thriller,Color,130,0,11000,627,568,12890,0,185,98403,0,683,English,155370362,100000000,6.6,2.35
